Time,Open,High,Low,Last,Change,Volume
9/15/2020,1956.1,1970.74,1949.13,1953.39,-2.74,7393
9/14/2020,1939.69,1961.1,1938.26,1956.13,16.45,7582
9/11/2020,1945.95,1953.42,1938.14,1939.68,-6.26,7272
9/10/2020,1946.48,1964.61,1942.02,1945.94,-0.53,7314
9/9/2020,1931.08,1949.99,1920.81,1946.47,15.38,7051
9/8/2020,1928.41,1939.8,1908.38,1931.09,2.68,7440
9/7/2020,1932.88,1940.49,1925.54,1928.41,-4.44,6133
9/4/2020,1930.23,1940.86,1918.66,1932.85,2.56,6995
9/3/2020,1942.75,1950.16,1924.83,1930.29,-12.56,7430
9/2/2020,1970.34,1972.4,1934.45,1942.85,-27.6,7449
9/1/2020,1967.35,1991.22,1965.49,1970.45,3.16,7626
8/31/2020,1964.06,1975.1,1955.87,1967.29,3.24,7350
8/28/2020,1928.72,1972.73,1924.37,1964.05,35.42,7216
8/27/2020,1953.19,1966.5,1916.95,1928.63,-24.64,6308
8/26/2020,1927.55,1954.22,1903.83,1953.27,25.83,6860
8/25/2020,1928.56,1936.91,1915.37,1927.44,-1.16,6928
8/24/2020,1939.46,1959.35,1924.14,1928.6,-9.03,6820
8/21/2020,1945.84,1954.22,1913.83,1937.63,-8.25,6257
8/20/2020,1927.62,1953.49,1925.37,1945.88,18.44,5415
8/19/2020,2001.27,2005.8,1925.53,1927.44,-74.13,5569
8/18/2020,1984.36,2014.05,1980.92,2001.57,17.23,6107
8/17/2020,1943.63,1988.75,1931.55,1984.34,40.69,6267
8/14/2020,1952.69,1961.25,1935.31,1943.65,-9.12,5809
8/13/2020,1916.35,1964.61,1913.54,1952.77,36.53,5599
8/12/2020,1911.64,1947.89,1869.42,1916.24,4.46,5406
8/11/2020,2027.03,2029.24,1907.78,1911.78,-115.16,6329
8/10/2020,2033.81,2048.77,2021.46,2026.94,-6.81,6421
8/7/2020,2062.96,2070.48,2016.43,2033.75,-29.27,6188
8/6/2020,2037.5,2067.64,2035.1,2063.02,25.4,6283
8/5/2020,2018.09,2052.69,2010.32,2037.62,19.46,6241
8/4/2020,1976.16,2018.16,1970.02,2018.16,42.03,6587
8/3/2020,1974.67,1984.06,1961.22,1976.13,1.45,6715
7/31/2020,1955.68,1976.77,1955.3,1974.68,18.87,6991
7/30/2020,1970.18,1970.73,1940.7,1955.81,-14.39,6895
7/29/2020,1958.91,1977.4,1946.74,1970.2,11.13,6588
7/28/2020,1941.29,1976.81,1911.71,1959.07,17.86,6530
7/27/2020,1900.83,1945.13,1900.38,1941.21,40.33,6615
7/24/2020,1886.53,1904.74,1883,1900.88,14.39,6937
7/23/2020,1871.46,1897.08,1864.64,1886.49,15.06,6716
7/22/2020,1841.39,1871.43,1840.66,1871.43,30.18,6765
7/21/2020,1816.85,1842.9,1815.94,1841.25,24.47,6887
7/20/2020,1809.34,1819.09,1805.91,1816.78,7.45,6842
7/17/2020,1796.53,1810.92,1796.06,1809.33,12.94,6776
7/16/2020,1809.91,1812.79,1795.06,1796.39,-13.8,6897
7/15/2020,1809,1813.49,1803.53,1810.19,1.13,6602
7/14/2020,1801.78,1810.1,1792.78,1809.06,7.17,6732
7/13/2020,1797.97,1812.09,1797.83,1801.89,3.86,6832
7/10/2020,1802.68,1809.29,1794.14,1798.03,-4.69,6754
7/9/2020,1808.25,1815.34,1798.03,1802.72,-5.56,6784
7/8/2020,1794.22,1815.35,1792.09,1808.28,13.94,6469
7/7/2020,1784.03,1796.77,1774.87,1794.34,10.4,7290
7/6/2020,1774.46,1786.52,1770.76,1783.94,9.51,7334
7/3/2020,1774.85,1776.55,1772.81,1774.43,-0.5,6293
7/2/2020,1769.61,1778.44,1759.1,1774.93,5.2,5872
7/1/2020,1779.58,1787.97,1760.67,1769.73,-10.26,5811
6/30/2020,1771.83,1784.31,1766.03,1779.99,7.98,6013
6/29/2020,1769.82,1774.31,1766.51,1772.01,2.24,6288
6/26/2020,1763.27,1770.8,1748.41,1769.77,6.18,6222
6/25/2020,1760.78,1767.74,1756.62,1763.59,2.77,5985
6/24/2020,1766.89,1778.32,1760.82,1760.82,-6.26,6276
6/23/2020,1754.35,1770.19,1747.87,1767.08,12.77,5569
6/22/2020,1742.29,1761.96,1742.29,1754.31,12.06,6092
6/19/2020,1721.87,1743.79,1721.33,1742.25,20.28,5629
6/18/2020,1725.77,1734.88,1717.6,1721.97,-4.14,5522
6/17/2020,1726.34,1728.57,1713.58,1726.11,-0.35,5455
6/16/2020,1724.59,1731.92,1708.37,1726.46,1.82,5345
6/15/2020,1729.49,1733.53,1705.53,1724.64,-4.83,5339
6/12/2020,1726.68,1741.68,1723.45,1729.47,2.89,5675
6/11/2020,1737.33,1743.81,1723.29,1726.58,-10.96,5568
6/10/2020,1714,1738.54,1711.98,1737.54,23.41,5438
6/9/2020,1697.87,1719.88,1692.92,1714.13,16.22,5723
6/8/2020,1684.32,1700.06,1678.27,1697.91,13.54,5299
6/5/2020,1713.16,1715.18,1672.8,1684.37,-28.78,5545
6/4/2020,1697.55,1720.31,1697.12,1713.15,15.49,5805
6/3/2020,1727.34,1730.86,1690,1697.66,-29.68,5618
6/2/2020,1739.33,1743.83,1723.42,1727.34,-11.91,5832
6/1/2020,1728.81,1743.9,1728.81,1739.25,10.42,6755
5/29/2020,1718.25,1735.65,1714.21,1728.83,10.55,5472
5/28/2020,1708.54,1725.83,1707.26,1718.28,9.5,5454
5/27/2020,1709.52,1714.94,1694.6,1708.78,-0.79,5445
5/26/2020,1727.49,1734.14,1708.89,1709.57,-17.92,5296
5/25/2020,1734.39,1734.39,1724.21,1727.49,-6.92,5046
5/22/2020,1726.33,1738.3,1724,1734.41,7.9,5463
5/21/2020,1747.15,1747.44,1719.07,1726.51,-20.69,5367
5/20/2020,1744.41,1751.71,1742.96,1747.2,2.75,5389
5/19/2020,1731.87,1746.49,1726.89,1744.45,12.79,5884
5/18/2020,1741.03,1764.12,1728.94,1731.66,-9.28,7014
5/15/2020,1729.72,1749.45,1728.83,1740.94,11.44,5790
5/14/2020,1715.01,1734.99,1711.12,1729.5,14.31,5808
5/13/2020,1701.26,1716.36,1699.89,1715.19,13.72,5812
5/12/2020,1696.67,1709.47,1693.87,1701.47,4.44,6034
5/11/2020,1702.52,1710.73,1693.39,1697.03,-3.95,6324
5/8/2020,1715.35,1721.9,1700.98,1700.98,-14.41,6029
5/7/2020,1684.67,1720.89,1683.69,1715.39,30.45,6084
5/6/2020,1704.94,1707.28,1683.39,1684.94,-19.93,6078
5/5/2020,1700.77,1710.47,1693.52,1704.87,4.13,6319
5/4/2020,1699.93,1709.1,1692.91,1700.74,2.12,6392
5/1/2020,1685.99,1703.05,1671.36,1698.62,12.8,6006
4/30/2020,1711.76,1720.33,1681.99,1685.82,-26.22,5975
4/29/2020,1707.07,1715.06,1699.16,1712.04,4.86,6042
4/28/2020,1714.51,1714.67,1693.14,1707.18,-7.23,6230
4/27/2020,1726.39,1726.39,1709,1714.41,-11.94,5963
4/24/2020,1729.57,1735.27,1710.77,1726.35,-3.12,6268
4/23/2020,1713.84,1737.29,1707.79,1729.47,15.53,5979
4/22/2020,1683.71,1716.76,1680.65,1713.94,30.61,6455
4/21/2020,1693.88,1695.71,1663.76,1683.33,-10.77,5897
4/20/2020,1680.65,1700.08,1672.32,1694.1,13.68,6033
4/17/2020,1716.81,1717.03,1679.96,1680.42,-36.8,6093
4/16/2020,1715.89,1736.85,1710.96,1717.22,1.21,5790
4/15/2020,1726.29,1729.07,1709.39,1716.01,-10.15,6176
4/14/2020,1711.25,1744.37,1709.53,1726.16,15.13,5584
4/13/2020,1684.56,1720.26,1677.31,1711.03,26.41,5324
4/10/2020,1681.41,1686.01,1680.05,1684.62,3.19,1088
4/9/2020,1644.71,1687.42,1643.69,1681.43,36.67,5715
4/8/2020,1646.89,1654.01,1643.77,1644.76,-2.27,5795
4/7/2020,1657.96,1666.41,1644.64,1647.03,-10.34,5038
4/6/2020,1614.89,1666.11,1611.27,1657.37,42.54,5673
4/3/2020,1610.67,1622.83,1607.57,1614.83,4.49,5963
4/2/2020,1589.94,1617.46,1581.02,1610.34,20.32,6220
4/1/2020,1573.53,1597.36,1564.96,1590.02,14.74,5481
3/31/2020,1621,1622.23,1571.61,1575.28,-45.47,6316
3/30/2020,1621.25,1628.54,1611.49,1620.75,0.24,5289
3/27/2020,1627.61,1630.21,1614.63,1620.51,-7.31,4827
3/26/2020,1613.92,1638.61,1597.45,1627.82,12.37,4494
3/25/2020,1616.03,1634.64,1599.28,1615.45,-4.5,4161
3/24/2020,1550.66,1627.45,1549.7,1619.95,69.16,3971
3/23/2020,1507.99,1559.52,1486.21,1550.79,54.46,5381
3/20/2020,1472.21,1513.88,1463.91,1496.33,23.87,6845
3/19/2020,1485.38,1497.18,1465.6,1472.46,-12.74,6609
3/18/2020,1527.89,1542.97,1475.82,1485.2,-42.69,7308
3/17/2020,1511.69,1548.43,1466.83,1527.89,16.34,7915
3/16/2020,1534.49,1564.94,1453.26,1511.55,-17.49,6813
3/13/2020,1577.55,1595.26,1512.37,1529.04,-48.55,6384
3/12/2020,1635.42,1647.89,1564.13,1577.59,-58.06,6284
3/11/2020,1649.08,1669.44,1634.02,1635.65,-13.39,6480
3/10/2020,1678.76,1679.57,1645.13,1649.04,-29.52,5563
3/9/2020,1673.99,1701.61,1659.92,1678.56,4.38,5847
3/6/2020,1671.98,1689.5,1651.55,1674.18,2.23,4993
3/5/2020,1635.89,1673.51,1635.89,1671.95,35.61,5878
3/4/2020,1640.42,1647.59,1633.51,1636.34,-4.05,5557
3/3/2020,1589.32,1647.13,1588.81,1640.39,51.03,5059
3/2/2020,1586.24,1610.32,1579.73,1589.36,3.67,4543
2/28/2020,1644.13,1648.07,1566.78,1585.69,-58.27,4536
2/27/2020,1640.59,1657.92,1636.76,1643.96,3.37,5139
2/26/2020,1634.83,1654.08,1627.53,1640.59,5.66,5072
2/25/2020,1658.72,1659.18,1634.06,1634.93,-23.67,5677
2/24/2020,1642.79,1687.92,1642.73,1658.6,15.3,6032
2/21/2020,1619.34,1647.97,1619.04,1643.3,23.97,6531
2/20/2020,1611.38,1622.48,1604.56,1619.33,7.88,7008
2/19/2020,1601.23,1612.17,1599.77,1611.45,10.23,7316
2/18/2020,1581.01,1604.46,1581.01,1601.22,20.21,7284
2/17/2020,1584.04,1584.04,1578.91,1581.01,-2.86,5850
2/14/2020,1575.86,1584.5,1573.7,1583.87,7.95,7073
2/13/2020,1565.72,1577.44,1565.67,1575.92,10.23,7426
2/12/2020,1567.64,1569.75,1562.37,1565.69,-1.97,7547
2/11/2020,1571.96,1573.32,1562.82,1567.66,-4.28,7131
2/10/2020,1570.24,1576.43,1568.35,1571.94,1.85,7269
2/7/2020,1566.33,1572.89,1563.1,1570.09,3.73,7137
2/6/2020,1556.2,1567.13,1552.87,1566.36,10.12,7263
2/5/2020,1552.52,1561.84,1548.29,1556.24,3.74,6967
2/4/2020,1576.54,1578.98,1549.56,1552.5,-24.01,7084
2/3/2020,1588.94,1590.31,1571.6,1576.51,-12.14,6679
1/31/2020,1573.88,1589.83,1571.18,1588.65,14.78,6466
1/30/2020,1576.65,1585.19,1572.83,1573.87,-2.78,7090
1/29/2020,1567.38,1577.35,1563.56,1576.65,9.13,7244
1/28/2020,1581.69,1582.23,1566.19,1567.52,-14.2,7448
1/27/2020,1571.49,1585.59,1571.44,1581.72,10.64,6940
1/24/2020,1562.61,1574.87,1556.98,1571.08,8.47,6719
1/23/2020,1558.63,1567.42,1552.4,1562.61,3.98,7333
1/22/2020,1558.08,1559,1550.76,1558.63,0.54,7452
1/21/2020,1559.58,1567.92,1547.4,1558.09,-1.51,7324
1/20/2020,1557.44,1562.31,1556.36,1559.6,2.63,6556
1/17/2020,1552.27,1560.82,1549.81,1556.97,4.66,7681
1/16/2020,1556.11,1558.73,1548.88,1552.31,-3.78,7605
1/15/2020,1546.16,1556.94,1541.94,1556.09,9.92,7574
1/14/2020,1547.77,1548.66,1536.52,1546.17,-1.63,7224
1/13/2020,1561.94,1561.94,1547.27,1547.8,-14.14,7420
1/10/2020,1552.12,1562.35,1545.88,1561.94,9.8,7613
1/9/2020,1555.99,1560.83,1543.08,1552.14,-3.89,7560
1/8/2020,1573.51,1609.12,1552.84,1556.03,-17.45,7079
1/7/2020,1565.58,1575.81,1556.14,1573.48,7.87,7276
1/6/2020,1551.94,1579.02,1551.89,1565.61,13.91,7304
1/3/2020,1528.8,1551.7,1527.95,1551.7,22.93,6820
1/2/2020,1517,1530.46,1517,1528.77,11.8,5493
Downloaded from Barchart.com as of 09-16-2020 07:01pm CDT,,,,,,
